Comment,Description,Designator,Footprint,LCSC Part #,LibRef,Quantity

"1N4148WS","D - DIODE - FAST TRR - 100V - 150mA - 4ns","5x_D1, 5x_D2, 10x_D1, 10x_D2, D0, D20","SOD-323","C2128","1N4148WS","6"
"HSS0127","Q - TRANSISTOR - MOSFET (P) - 100V - 0.9A - 0.65 Ohm","5x_Q1, 10x_Q1, Q200","TO-236AB","C700960","HSS0127","3"
"0402WGF1002TCE","R - RESISTOR - SMD - 10k - 1% - 0402","5x_R1, 10x_R1, GQBDR, QBENR, R10, R11, R13, R204, R206, R_PU_0, R_PU_1, R_PU_2, R_PU_3, R_QHTR3, R_SCL, R_SDA, R_VBUS1, R_VBUS2, RST_R1, RT_0, RT_1, RT_2, RT_3, RT_4, RT_5, RT_6, RT_7, RT_8, RT_9, RT_10, RT_11, RT_12, TS_R1","R_0402","C25744","0402WGF1002TCE","33"
"0402WGF2202TCE","R - RESISTOR - SMD - 22k - 1% - 0402","5x_R2, 10x_R2, R205, RBEN","R_0402","C25768","0402WGF2202TCE","4"
"0402CG120J500NT","C - CAPACITOR - MLCC - 12pF - 50V - 0402","C100, C101","C_0402","C1547","0402CG120J500NT","2"
"CL05A106MQ5NUNC","C - CAPACITOR - MLCC - 10uF - 6.3V - 0402","C102, C103, C104, C107, C108","C_0402","C15525","CL05A106MQ5NUNC","5"
"CL05A105KA5NQNC","C - CAPACITOR - MLCC - 1uF - 25V - 0402","C105, C201, C204, C205, C206, C207, C208, C209, C210, C211, C700, C701, C702, C800, C_C1, C_C2, C_C3, C_C4, C_C5, C_C6, C_C7, C_C8, C_C9, C_C10, C_C11, C_C12, C_R1, CAP1, CAP2, CAP3, CAP_SRC","C_0402","C52923","CL05A105KA5NQNC","31"
"CL05B104KO5NNNC","C - CAPACITOR - MLCC - 100nF - 16V - 0402","C106, C500, C801, C802, C803","C_0402","C1525","CL05B104KO5NNNC","5"
"CL05B103KB5NNNC","C - CAPACITOR - MLCC - 10nF - 50V - 0402","C200","C_0402","C15195","CL05B103KB5NNNC","1"
"CL05B332KB5NNNC","C - CAPACITOR - MLCC - 3.3nF - 50V - 0402","C202","C_0402","C26404","CL05B332KB5NNNC","1"
"1206B105K101NT","C - CAPACITOR - MLCC - 1uF - 100V - 1206 - X7R","C212, C213, C214, C215","C_1206","C91151","1206B105K101NT","4"
"SS210","D - DIODE - SCHOTTKY - 100V - 2A","D200","DO-214AC","C14996","SS210","1"
"ZMM5V6-M","D - DIODE - ZENER - 5.6V - 500mW","D201, DBD_1, DBD_2","DO-213AA","C8062","ZMM5V6-M","3"
"N4148WS","D - DIODE - FAST TRR - 100V - 150mA - 4ns","DC_5x, DC_10x, DC_BAT, REGSRC_D1","SOD-323","C2128","N4148WS","4"
"Keystone 1048","J - JACK - SMT Battery Holder 18650X2 Cells","J1, J2, J3, J4, J5, J6","Keystone 1048","","Keystone 1048","6"
"918-418K2023S40001","J - JACK - USB - Type C - Recepticle - SMT - 90°","J100","DX07S016JA1R1500","C167321","918-418K2023S40001","1"
"XT60PW_F","J - JACK - POWER - XT60 - RIGHT - FEMALE","J?","XT60PW_F","X","XT60PW_F","1"
"SDFL1608S100KTF","L - INDUCTOR - 10uH - 0603","L100","L_0603","C1035","SDFL1608S100KTF","1"
"SWRB1207S-221MT","L - INDUCTOR - 220uH - 1.6A - 12.5mm","L200","SRR1260","C169380","SWRB1207S-221MT","1"
"19-21UYC/S530-A4/TR8","D - LED - 0603 - Yellow (Sodium)","LED_1, LED_2, LED_3, LED_4","D_0603","C409441","19-21UYC/S530-A4/TR8","4"
"2N7002","Q - TRANSISTOR - MOSFET (N) - 60V - 200mW","Q201, Q_HTR2, QBEN, REGSRC_Q1, RST_Q1, RST_Q2, TS_Q1, TS_Q2","TO-236AB","C8545","2N7002","8"
"NCE60P12K","Q - TRANSISTOR - MOSFET (P) - 60V - 12A - 0.1R","QBD_2A, QBD_2B, QBD_3A, QBD_3B, QBD_4A, QBD_4B, QBD_5A, QBD_5B, QBD_6A, QBD_6B, QBD_7A, QBD_7B","TO-252AA","C326372","NCE60P12K","12"
"0402WGF220JTCE","R - RESISTOR - SMD - 22R - 1% - 0402","R100, R101","R_0402","C25092","0402WGF220JTCE","2"
"0402WGF0000TCE","R - RESISTOR - SMD - 0R - 1% - 0402","R102, R_NT","R_0402","C17168","0402WGF0000TCE","2"
"0402WGF1501TCE","R - RESISTOR - SMD - 1.5k - 1% - 0402","R106","R_0402","C25867","0402WGF1501TCE","1"
"0402WGF5101TCE","R - RESISTOR - SMD - 5.1k - 1% - 0402","R108, R109","R_0402","C25905","0402WGF5101TCE","2"
"0402WGF1001TCE","R - RESISTOR - SMD - 1k - 1% - 0402","R110, R_C1A, R_C1B, R_C2A, R_C2B, R_C3A, R_C3B, R_C4A, R_C4B, R_C5A, R_C5B, R_C6A, R_C6B, R_C7A, R_C7B, R_C8A, R_C8B, R_C9A, R_C9B, R_C10A, R_C10B, R_C11A, R_C11B, R_C12A, R_C12B, R_VBUS3, RLED_1, RLED_2, RLED_3, RLED_4","R_0402","C11702","0402WGF1001TCE","30"
"0402WGF1000TCE","R - RESISTOR - SMD - 100R - 1% - 0402","R111, R801, R802, R_C0, R_C1, R_C2, R_C3, R_C4, R_C5, R_C5X, R_C6, R_C7, R_C8, R_C9, R_C10, R_C10X, R_C11, R_C12, R_C13, R_C14, R_C15, REGSRC_R2","R_0402","C25076","0402WGF1000TCE","22"
"0402WGF3302TCE","R - RESISTOR - SMD - 33k - 1% - 0402","R200","R_0402","C25779","0402WGF3302TCE","1"
"0402WGF1003TCE","R - RESISTOR - SMD - 100k - 1% -  0402","R201, REGSRC_R1, REGSRC_R3, Ron_a, Ron_b","R_0402","C25741","0402WGF1003TCE","5"
"0402WGF3901TCE","R - RESISTOR - SMD - 3.9k - 1% - 0402","R202","R_0402","C51721","0402WGF3901TCE","1"
"0402WGF1502TCE","R - RESISTOR - SMD - 15k - 1% - 0402","R203","R_0402","C25756","0402WGF1502TCE","1"
"1m","R - RESISTOR - SMD - 0.001R - 1% - 2512 - 2W","R800","R_2512","C76233","MRF6432(2512)LR001FTS","1"
"0402WGF4702TCE","R - RESISTOR - SMD - 47k - 1% - 0402","Ron_c","R_0402","C25792","0402WGF4702TCE","1"
"TS-1187A-C-C-B","SW - SWITCH - SPST - NO - Top Actuated Surface Mount","SW1","TS-1187A-C-C-B","C318889","TS-1187A-C-C-B","1"
"NCP15XH103F03RC","RT - NTC THERMISTOR - 10k - 1% - 0402","TS_C1_A, TS_C1_B, TS_C2_A, TS_C2_B, TS_C3_A, TS_C3_B, TS_C4_A, TS_C4_B, TS_C5_A, TS_C5_B, TS_C6_A, TS_C6_B, TS_C7_A, TS_C7_B, TS_C8_A, TS_C8_B, TS_C9_A, TS_C9_B, TS_C10_A, TS_C10_B, TS_C11_A, TS_C11_B, TS_C12_A, TS_C12_B","R_0402","C77131","NCP15XH103F03RC","24"
"GD32F103CBT6","U - IC - MCU, 128 KB Flash, 20 KB Internal RAM, 37 I/Os, 48-pin LQFP, -40 to 85 degC","U100","QFP-48-P0.5MM","C77979","GD32F103CBT6","1"
"BQ7694002DBTR","9 to 15-series cell li-ion and li-phosphate battery monitor (bq76940 family)","U101","TSSOP-44-P0.5MM-W4MM","","BQ7694002DBTR","1"
"LM5008MMX/NOPB","U - IC - BUCK CONVERTER, ADJUSTABLE, 95V, 350mA","U200","SOP65P490X110-8N","","LM5008MMX/NOPB","1"
"74HC4067PW,118","U - IC -16 Port Analog MUX","U500","TSSOP-24-P0.65MM-W4.4MM","C179326","74HC4067PW,118","1"
"AMS1117-3.3","U - IC - LDO - 3.3V - 800mA","U700","TO-261AA","C6186","AMS1117-3.3","1"
"INA199A1DCKR","U - IC - Bidirectional Current-Sensing Amplifiers 50V/V","U800","SOT-353-6","C59135","INA199A1DCKR","1"
"X50328MSB2GI","Y - RESONATOR - 8MHZ ±10PPM - SMD-5032","Y100","YSX530GA","C115962","X50328MSB2GI","1"
